"year" "source" "base" "ID" "rep" "replacement_condition"
2012 "human_stool" "T" 5 2 TRUE
2013 "human_stool" "T" 6 2 TRUE
2014 "human_stool" "T" 7 2 TRUE
2015 "human_stool" "T" 7 2 TRUE
2016 "human_stool" "T" 9 2 TRUE
2017 "human_stool" "T" 4 2 TRUE
2018 "human_stool" "T" 6 2 TRUE
2001 "chicken" "I" 2 3 TRUE
2005 "chicken" "I" 4 3 TRUE
2006 "chicken" "I" 3 3 TRUE
2007 "chicken" "I" 2 3 TRUE
2008 "chicken" "I" 1 3 TRUE
2011 "chicken" "I" 3 3 TRUE
2012 "chicken" "I" 7 3 TRUE
2013 "chicken" "I" 2 3 TRUE
2014 "chicken" "I" 1 3 TRUE
2015 "chicken" "I" 5 3 TRUE
2016 "chicken" "I" 5 3 TRUE
2017 "chicken" "I" 4 3 TRUE
2018 "chicken" "I" 5 3 TRUE
1997 "human_stool" "I" 1 3 TRUE
2001 "human_stool" "I" 5 3 TRUE
2003 "human_stool" "I" 3 3 TRUE
2004 "human_stool" "I" 4 3 TRUE
2005 "human_stool" "I" 3 3 TRUE
2006 "human_stool" "I" 6 3 TRUE
2007 "human_stool" "I" 4 3 TRUE
2009 "human_stool" "I" 5 3 TRUE
2010 "human_stool" "I" 4 3 TRUE
2011 "human_stool" "I" 7 3 TRUE
2012 "human_stool" "I" 3 3 TRUE
2013 "human_stool" "I" 6 3 TRUE
2014 "human_stool" "I" 2 3 TRUE
2015 "human_stool" "I" 2 3 TRUE
2016 "human_stool" "I" 6 3 TRUE
2017 "human_stool" "I" 3 3 TRUE
2018 "human_stool" "I" 5 3 TRUE
2001 "chicken" "T" 8 3 TRUE
2004 "chicken" "T" 10 3 TRUE
2005 "chicken" "T" 6 3 TRUE
2006 "chicken" "T" 7 3 TRUE
2007 "chicken" "T" 8 3 TRUE
2008 "chicken" "T" 9 3 TRUE
2009 "chicken" "T" 10 3 TRUE
2011 "chicken" "T" 7 3 TRUE
2012 "chicken" "T" 3 3 TRUE
2013 "chicken" "T" 8 3 TRUE
2014 "chicken" "T" 9 3 TRUE
2015 "chicken" "T" 5 3 TRUE
2016 "chicken" "T" 5 3 TRUE
2017 "chicken" "T" 6 3 TRUE
2018 "chicken" "T" 5 3 TRUE
1997 "human_stool" "T" 9 3 TRUE
1998 "human_stool" "T" 10 3 TRUE
2001 "human_stool" "T" 5 3 TRUE
2003 "human_stool" "T" 7 3 TRUE
2004 "human_stool" "T" 6 3 TRUE
2005 "human_stool" "T" 7 3 TRUE
2006 "human_stool" "T" 4 3 TRUE
2007 "human_stool" "T" 6 3 TRUE
2009 "human_stool" "T" 5 3 TRUE
2010 "human_stool" "T" 6 3 TRUE
2011 "human_stool" "T" 3 3 TRUE
2012 "human_stool" "T" 7 3 TRUE
2013 "human_stool" "T" 4 3 TRUE
2014 "human_stool" "T" 8 3 TRUE
2015 "human_stool" "T" 8 3 TRUE
2016 "human_stool" "T" 4 3 TRUE
2017 "human_stool" "T" 7 3 TRUE
2018 "human_stool" "T" 5 3 TRUE
2012 "chicken" "A" 1 4 TRUE
2001 "chicken" "I" 3 4 TRUE
2005 "chicken" "I" 5 4 TRUE
2006 "chicken" "I" 2 4 TRUE
2007 "chicken" "I" 1 4 TRUE
2008 "chicken" "I" 3 4 TRUE
2009 "chicken" "I" 1 4 TRUE
2011 "chicken" "I" 3 4 TRUE
2012 "chicken" "I" 5 4 TRUE
2013 "chicken" "I" 3 4 TRUE
2014 "chicken" "I" 3 4 TRUE
2015 "chicken" "I" 7 4 TRUE
2016 "chicken" "I" 5 4 TRUE
2017 "chicken" "I" 2 4 TRUE
2018 "chicken" "I" 3 4 TRUE
2001 "human_stool" "I" 2 4 TRUE
2003 "human_stool" "I" 2 4 TRUE
2004 "human_stool" "I" 4 4 TRUE
2005 "human_stool" "I" 2 4 TRUE
2006 "human_stool" "I" 5 4 TRUE
2007 "human_stool" "I" 8 4 TRUE
2009 "human_stool" "I" 3 4 TRUE
2010 "human_stool" "I" 5 4 TRUE
2011 "human_stool" "I" 3 4 TRUE
2012 "human_stool" "I" 2 4 TRUE
2013 "human_stool" "I" 2 4 TRUE
2014 "human_stool" "I" 5 4 TRUE
2015 "human_stool" "I" 2 4 TRUE
2016 "human_stool" "I" 4 4 TRUE
2017 "human_stool" "I" 4 4 TRUE
2018 "human_stool" "I" 2 4 TRUE
2001 "chicken" "T" 7 4 TRUE
2004 "chicken" "T" 10 4 TRUE
2005 "chicken" "T" 5 4 TRUE
2006 "chicken" "T" 8 4 TRUE
2007 "chicken" "T" 9 4 TRUE
2008 "chicken" "T" 7 4 TRUE
2009 "chicken" "T" 9 4 TRUE
2011 "chicken" "T" 7 4 TRUE
2012 "chicken" "T" 4 4 TRUE
2013 "chicken" "T" 7 4 TRUE
2014 "chicken" "T" 7 4 TRUE
2015 "chicken" "T" 3 4 TRUE
2016 "chicken" "T" 5 4 TRUE
2017 "chicken" "T" 8 4 TRUE
2018 "chicken" "T" 7 4 TRUE
1997 "human_stool" "T" 10 4 TRUE
1998 "human_stool" "T" 10 4 TRUE
2001 "human_stool" "T" 8 4 TRUE
2003 "human_stool" "T" 8 4 TRUE
2004 "human_stool" "T" 6 4 TRUE
2005 "human_stool" "T" 8 4 TRUE
2006 "human_stool" "T" 5 4 TRUE
2007 "human_stool" "T" 2 4 TRUE
2009 "human_stool" "T" 7 4 TRUE
2010 "human_stool" "T" 5 4 TRUE
2011 "human_stool" "T" 7 4 TRUE
2012 "human_stool" "T" 8 4 TRUE
2013 "human_stool" "T" 8 4 TRUE
2014 "human_stool" "T" 5 4 TRUE
2015 "human_stool" "T" 8 4 TRUE
2016 "human_stool" "T" 6 4 TRUE
2017 "human_stool" "T" 6 4 TRUE
2018 "human_stool" "T" 8 4 TRUE
2012 "chicken" "A" 1 5 TRUE
2001 "chicken" "I" 2 5 TRUE
2005 "chicken" "I" 2 5 TRUE
2007 "chicken" "I" 4 5 TRUE
2008 "chicken" "I" 3 5 TRUE
2009 "chicken" "I" 1 5 TRUE
2011 "chicken" "I" 2 5 TRUE
2012 "chicken" "I" 2 5 TRUE
2013 "chicken" "I" 3 5 TRUE
2014 "chicken" "I" 1 5 TRUE
2015 "chicken" "I" 3 5 TRUE
2016 "chicken" "I" 4 5 TRUE
2017 "chicken" "I" 2 5 TRUE
2018 "chicken" "I" 5 5 TRUE
2003 "human_stool" "I" 2 5 TRUE
2005 "human_stool" "I" 1 5 TRUE
2006 "human_stool" "I" 4 5 TRUE
2007 "human_stool" "I" 2 5 TRUE
2009 "human_stool" "I" 3 5 TRUE
2010 "human_stool" "I" 5 5 TRUE
2011 "human_stool" "I" 6 5 TRUE
2012 "human_stool" "I" 5 5 TRUE
2013 "human_stool" "I" 3 5 TRUE
2014 "human_stool" "I" 5 5 TRUE
2015 "human_stool" "I" 5 5 TRUE
2016 "human_stool" "I" 5 5 TRUE
2017 "human_stool" "I" 3 5 TRUE
2018 "human_stool" "I" 7 5 TRUE
2001 "chicken" "T" 8 5 TRUE
2004 "chicken" "T" 10 5 TRUE
2005 "chicken" "T" 8 5 TRUE
2006 "chicken" "T" 10 5 TRUE
2007 "chicken" "T" 6 5 TRUE
2008 "chicken" "T" 7 5 TRUE
2009 "chicken" "T" 9 5 TRUE
2011 "chicken" "T" 8 5 TRUE
2012 "chicken" "T" 7 5 TRUE
2013 "chicken" "T" 7 5 TRUE
2014 "chicken" "T" 9 5 TRUE
2015 "chicken" "T" 7 5 TRUE
2016 "chicken" "T" 6 5 TRUE
2017 "chicken" "T" 8 5 TRUE
2018 "chicken" "T" 5 5 TRUE
1997 "human_stool" "T" 10 5 TRUE
1998 "human_stool" "T" 10 5 TRUE
2001 "human_stool" "T" 10 5 TRUE
2003 "human_stool" "T" 8 5 TRUE
2004 "human_stool" "T" 10 5 TRUE
2005 "human_stool" "T" 9 5 TRUE
2006 "human_stool" "T" 6 5 TRUE
2007 "human_stool" "T" 8 5 TRUE
2009 "human_stool" "T" 7 5 TRUE
2010 "human_stool" "T" 5 5 TRUE
2011 "human_stool" "T" 4 5 TRUE
2012 "human_stool" "T" 5 5 TRUE
2013 "human_stool" "T" 7 5 TRUE
2014 "human_stool" "T" 5 5 TRUE
2015 "human_stool" "T" 5 5 TRUE
2016 "human_stool" "T" 5 5 TRUE
2017 "human_stool" "T" 7 5 TRUE
2018 "human_stool" "T" 3 5 TRUE
2001 "chicken" "I" 1 6 TRUE
2005 "chicken" "I" 6 6 TRUE
2006 "chicken" "I" 1 6 TRUE
2007 "chicken" "I" 5 6 TRUE
2008 "chicken" "I" 2 6 TRUE
2009 "chicken" "I" 1 6 TRUE
2011 "chicken" "I" 3 6 TRUE
2012 "chicken" "I" 2 6 TRUE
2013 "chicken" "I" 6 6 TRUE
2014 "chicken" "I" 2 6 TRUE
2015 "chicken" "I" 3 6 TRUE
2016 "chicken" "I" 6 6 TRUE
2017 "chicken" "I" 3 6 TRUE
2018 "chicken" "I" 5 6 TRUE
1997 "human_stool" "I" 1 6 TRUE
2001 "human_stool" "I" 2 6 TRUE
2003 "human_stool" "I" 2 6 TRUE
2004 "human_stool" "I" 2 6 TRUE
2005 "human_stool" "I" 3 6 TRUE
2006 "human_stool" "I" 4 6 TRUE
2007 "human_stool" "I" 5 6 TRUE
2009 "human_stool" "I" 5 6 TRUE
2010 "human_stool" "I" 3 6 TRUE
2011 "human_stool" "I" 5 6 TRUE
2012 "human_stool" "I" 2 6 TRUE
2013 "human_stool" "I" 4 6 TRUE
2014 "human_stool" "I" 4 6 TRUE
2015 "human_stool" "I" 4 6 TRUE
2016 "human_stool" "I" 3 6 TRUE
2017 "human_stool" "I" 4 6 TRUE
2018 "human_stool" "I" 3 6 TRUE
2001 "chicken" "T" 9 6 TRUE
2004 "chicken" "T" 10 6 TRUE
2005 "chicken" "T" 4 6 TRUE
2006 "chicken" "T" 9 6 TRUE
2007 "chicken" "T" 5 6 TRUE
2008 "chicken" "T" 8 6 TRUE
2009 "chicken" "T" 9 6 TRUE
2011 "chicken" "T" 7 6 TRUE
2012 "chicken" "T" 8 6 TRUE
2013 "chicken" "T" 4 6 TRUE
2014 "chicken" "T" 8 6 TRUE
2015 "chicken" "T" 7 6 TRUE
2016 "chicken" "T" 4 6 TRUE
2017 "chicken" "T" 7 6 TRUE
2018 "chicken" "T" 5 6 TRUE
1997 "human_stool" "T" 9 6 TRUE
1998 "human_stool" "T" 10 6 TRUE
2001 "human_stool" "T" 8 6 TRUE
2003 "human_stool" "T" 8 6 TRUE
2004 "human_stool" "T" 8 6 TRUE
2005 "human_stool" "T" 7 6 TRUE
2006 "human_stool" "T" 6 6 TRUE
2007 "human_stool" "T" 5 6 TRUE
2009 "human_stool" "T" 5 6 TRUE
2010 "human_stool" "T" 7 6 TRUE
2011 "human_stool" "T" 5 6 TRUE
2012 "human_stool" "T" 8 6 TRUE
2013 "human_stool" "T" 6 6 TRUE
2014 "human_stool" "T" 6 6 TRUE
2015 "human_stool" "T" 6 6 TRUE
2016 "human_stool" "T" 7 6 TRUE
2017 "human_stool" "T" 6 6 TRUE
2018 "human_stool" "T" 7 6 TRUE
2001 "chicken" "I" 1 7 TRUE
2005 "chicken" "I" 2 7 TRUE
2006 "chicken" "I" 1 7 TRUE
2007 "chicken" "I" 6 7 TRUE
2008 "chicken" "I" 2 7 TRUE
2011 "chicken" "I" 3 7 TRUE
2012 "chicken" "I" 3 7 TRUE
2013 "chicken" "I" 3 7 TRUE
2014 "chicken" "I" 3 7 TRUE
2015 "chicken" "I" 1 7 TRUE
2016 "chicken" "I" 5 7 TRUE
2017 "chicken" "I" 4 7 TRUE
2018 "chicken" "I" 3 7 TRUE
1997 "human_stool" "I" 1 7 TRUE
2001 "human_stool" "I" 2 7 TRUE
2003 "human_stool" "I" 6 7 TRUE
2004 "human_stool" "I" 4 7 TRUE
2006 "human_stool" "I" 4 7 TRUE
2007 "human_stool" "I" 3 7 TRUE
2009 "human_stool" "I" 6 7 TRUE
2010 "human_stool" "I" 3 7 TRUE
2011 "human_stool" "I" 3 7 TRUE
2012 "human_stool" "I" 9 7 TRUE
2013 "human_stool" "I" 3 7 TRUE
2014 "human_stool" "I" 2 7 TRUE
2015 "human_stool" "I" 2 7 TRUE
2016 "human_stool" "I" 5 7 TRUE
2017 "human_stool" "I" 3 7 TRUE
2018 "human_stool" "I" 3 7 TRUE
2001 "chicken" "T" 9 7 TRUE
2004 "chicken" "T" 10 7 TRUE
2005 "chicken" "T" 8 7 TRUE
2006 "chicken" "T" 9 7 TRUE
2007 "chicken" "T" 4 7 TRUE
2008 "chicken" "T" 8 7 TRUE
2009 "chicken" "T" 10 7 TRUE
2011 "chicken" "T" 7 7 TRUE
2012 "chicken" "T" 7 7 TRUE
2013 "chicken" "T" 7 7 TRUE
2014 "chicken" "T" 7 7 TRUE
2015 "chicken" "T" 9 7 TRUE
2016 "chicken" "T" 5 7 TRUE
2017 "chicken" "T" 6 7 TRUE
2018 "chicken" "T" 7 7 TRUE
1997 "human_stool" "T" 9 7 TRUE
1998 "human_stool" "T" 10 7 TRUE
2001 "human_stool" "T" 8 7 TRUE
2003 "human_stool" "T" 4 7 TRUE
2004 "human_stool" "T" 6 7 TRUE
2005 "human_stool" "T" 10 7 TRUE
2006 "human_stool" "T" 6 7 TRUE
2007 "human_stool" "T" 7 7 TRUE
2009 "human_stool" "T" 4 7 TRUE
2010 "human_stool" "T" 7 7 TRUE
2011 "human_stool" "T" 7 7 TRUE
2012 "human_stool" "T" 1 7 TRUE
2013 "human_stool" "T" 7 7 TRUE
2014 "human_stool" "T" 8 7 TRUE
2015 "human_stool" "T" 8 7 TRUE
2016 "human_stool" "T" 5 7 TRUE
2017 "human_stool" "T" 7 7 TRUE
2018 "human_stool" "T" 7 7 TRUE
2001 "chicken" "I" 1 8 TRUE
2005 "chicken" "I" 3 8 TRUE
2007 "chicken" "I" 2 8 TRUE
2008 "chicken" "I" 4 8 TRUE
2009 "chicken" "I" 2 8 TRUE
2011 "chicken" "I" 2 8 TRUE
2012 "chicken" "I" 1 8 TRUE
2013 "chicken" "I" 4 8 TRUE
2014 "chicken" "I" 2 8 TRUE
2015 "chicken" "I" 3 8 TRUE
2016 "chicken" "I" 4 8 TRUE
2017 "chicken" "I" 4 8 TRUE
2018 "chicken" "I" 4 8 TRUE
1997 "human_stool" "I" 2 8 TRUE
1998 "human_stool" "I" 1 8 TRUE
2001 "human_stool" "I" 2 8 TRUE
2003 "human_stool" "I" 3 8 TRUE
2004 "human_stool" "I" 3 8 TRUE
2005 "human_stool" "I" 2 8 TRUE
2006 "human_stool" "I" 3 8 TRUE
2007 "human_stool" "I" 2 8 TRUE
2009 "human_stool" "I" 3 8 TRUE
2010 "human_stool" "I" 2 8 TRUE
2011 "human_stool" "I" 4 8 TRUE
2012 "human_stool" "I" 5 8 TRUE
2013 "human_stool" "I" 6 8 TRUE
2014 "human_stool" "I" 5 8 TRUE
2015 "human_stool" "I" 1 8 TRUE
2016 "human_stool" "I" 5 8 TRUE
2017 "human_stool" "I" 8 8 TRUE
2018 "human_stool" "I" 5 8 TRUE
2001 "chicken" "T" 9 8 TRUE
2004 "chicken" "T" 10 8 TRUE
2005 "chicken" "T" 7 8 TRUE
2006 "chicken" "T" 10 8 TRUE
2007 "chicken" "T" 8 8 TRUE
2008 "chicken" "T" 6 8 TRUE
2009 "chicken" "T" 8 8 TRUE
2011 "chicken" "T" 8 8 TRUE
2012 "chicken" "T" 9 8 TRUE
2013 "chicken" "T" 6 8 TRUE
2014 "chicken" "T" 8 8 TRUE
2015 "chicken" "T" 7 8 TRUE
2016 "chicken" "T" 6 8 TRUE
2017 "chicken" "T" 6 8 TRUE
2018 "chicken" "T" 6 8 TRUE
1997 "human_stool" "T" 8 8 TRUE
1998 "human_stool" "T" 9 8 TRUE
2001 "human_stool" "T" 8 8 TRUE
2003 "human_stool" "T" 7 8 TRUE
2004 "human_stool" "T" 7 8 TRUE
2005 "human_stool" "T" 8 8 TRUE
2006 "human_stool" "T" 7 8 TRUE
2007 "human_stool" "T" 8 8 TRUE
2009 "human_stool" "T" 7 8 TRUE
2010 "human_stool" "T" 8 8 TRUE
2011 "human_stool" "T" 6 8 TRUE
2012 "human_stool" "T" 5 8 TRUE
2013 "human_stool" "T" 4 8 TRUE
2014 "human_stool" "T" 5 8 TRUE
2015 "human_stool" "T" 9 8 TRUE
2016 "human_stool" "T" 5 8 TRUE
2017 "human_stool" "T" 2 8 TRUE
2018 "human_stool" "T" 5 8 TRUE
2016 "chicken" "A" 1 9 TRUE
2001 "chicken" "I" 3 9 TRUE
2005 "chicken" "I" 2 9 TRUE
2006 "chicken" "I" 1 9 TRUE
2007 "chicken" "I" 3 9 TRUE
2008 "chicken" "I" 2 9 TRUE
2009 "chicken" "I" 1 9 TRUE
2011 "chicken" "I" 4 9 TRUE
2012 "chicken" "I" 3 9 TRUE
2013 "chicken" "I" 1 9 TRUE
2014 "chicken" "I" 4 9 TRUE
2015 "chicken" "I" 2 9 TRUE
2016 "chicken" "I" 4 9 TRUE
2017 "chicken" "I" 5 9 TRUE
2018 "chicken" "I" 5 9 TRUE
2003 "human_stool" "I" 2 9 TRUE
2004 "human_stool" "I" 4 9 TRUE
2005 "human_stool" "I" 3 9 TRUE
2006 "human_stool" "I" 2 9 TRUE
2007 "human_stool" "I" 5 9 TRUE
2009 "human_stool" "I" 1 9 TRUE
2010 "human_stool" "I" 4 9 TRUE
2011 "human_stool" "I" 2 9 TRUE
2012 "human_stool" "I" 2 9 TRUE
2013 "human_stool" "I" 2 9 TRUE
2014 "human_stool" "I" 3 9 TRUE
2015 "human_stool" "I" 5 9 TRUE
2016 "human_stool" "I" 5 9 TRUE
2017 "human_stool" "I" 2 9 TRUE
2018 "human_stool" "I" 5 9 TRUE
2001 "chicken" "T" 7 9 TRUE
2004 "chicken" "T" 10 9 TRUE
2005 "chicken" "T" 8 9 TRUE
2006 "chicken" "T" 9 9 TRUE
2007 "chicken" "T" 7 9 TRUE
2008 "chicken" "T" 8 9 TRUE
2009 "chicken" "T" 9 9 TRUE
2011 "chicken" "T" 6 9 TRUE
2012 "chicken" "T" 7 9 TRUE
2013 "chicken" "T" 9 9 TRUE
2014 "chicken" "T" 6 9 TRUE
2015 "chicken" "T" 8 9 TRUE
2016 "chicken" "T" 5 9 TRUE
2017 "chicken" "T" 5 9 TRUE
2018 "chicken" "T" 5 9 TRUE
1997 "human_stool" "T" 10 9 TRUE
1998 "human_stool" "T" 10 9 TRUE
2001 "human_stool" "T" 10 9 TRUE
2003 "human_stool" "T" 8 9 TRUE
2004 "human_stool" "T" 6 9 TRUE
2005 "human_stool" "T" 7 9 TRUE
2006 "human_stool" "T" 8 9 TRUE
2007 "human_stool" "T" 5 9 TRUE
2009 "human_stool" "T" 9 9 TRUE
2010 "human_stool" "T" 6 9 TRUE
2011 "human_stool" "T" 8 9 TRUE
2012 "human_stool" "T" 8 9 TRUE
2013 "human_stool" "T" 8 9 TRUE
2014 "human_stool" "T" 7 9 TRUE
2015 "human_stool" "T" 5 9 TRUE
2016 "human_stool" "T" 5 9 TRUE
2017 "human_stool" "T" 8 9 TRUE
2018 "human_stool" "T" 5 9 TRUE
2001 "chicken" "I" 1 10 TRUE
2005 "chicken" "I" 4 10 TRUE
2006 "chicken" "I" 1 10 TRUE
2007 "chicken" "I" 2 10 TRUE
2008 "chicken" "I" 4 10 TRUE
2011 "chicken" "I" 5 10 TRUE
2012 "chicken" "I" 1 10 TRUE
2013 "chicken" "I" 1 10 TRUE
2014 "chicken" "I" 2 10 TRUE
2015 "chicken" "I" 4 10 TRUE
2016 "chicken" "I" 6 10 TRUE
2017 "chicken" "I" 7 10 TRUE
2018 "chicken" "I" 6 10 TRUE
1998 "human_stool" "I" 1 10 TRUE
2001 "human_stool" "I" 3 10 TRUE
2003 "human_stool" "I" 4 10 TRUE
2004 "human_stool" "I" 2 10 TRUE
2005 "human_stool" "I" 1 10 TRUE
2006 "human_stool" "I" 3 10 TRUE
2007 "human_stool" "I" 2 10 TRUE
2009 "human_stool" "I" 3 10 TRUE
2010 "human_stool" "I" 3 10 TRUE
2011 "human_stool" "I" 4 10 TRUE
2012 "human_stool" "I" 6 10 TRUE
2013 "human_stool" "I" 4 10 TRUE
2014 "human_stool" "I" 6 10 TRUE
2015 "human_stool" "I" 3 10 TRUE
2016 "human_stool" "I" 5 10 TRUE
2017 "human_stool" "I" 4 10 TRUE
2018 "human_stool" "I" 3 10 TRUE
2001 "chicken" "T" 9 10 TRUE
2004 "chicken" "T" 10 10 TRUE
2005 "chicken" "T" 6 10 TRUE
2006 "chicken" "T" 9 10 TRUE
2007 "chicken" "T" 8 10 TRUE
2008 "chicken" "T" 6 10 TRUE
2009 "chicken" "T" 10 10 TRUE
2011 "chicken" "T" 5 10 TRUE
2012 "chicken" "T" 9 10 TRUE
2013 "chicken" "T" 9 10 TRUE
2014 "chicken" "T" 8 10 TRUE
2015 "chicken" "T" 6 10 TRUE
2016 "chicken" "T" 4 10 TRUE
2017 "chicken" "T" 3 10 TRUE
2018 "chicken" "T" 4 10 TRUE
1997 "human_stool" "T" 10 10 TRUE
1998 "human_stool" "T" 9 10 TRUE
2001 "human_stool" "T" 7 10 TRUE
2003 "human_stool" "T" 6 10 TRUE
2004 "human_stool" "T" 8 10 TRUE
2005 "human_stool" "T" 9 10 TRUE
2006 "human_stool" "T" 7 10 TRUE
2007 "human_stool" "T" 8 10 TRUE
2009 "human_stool" "T" 7 10 TRUE
2010 "human_stool" "T" 7 10 TRUE
2011 "human_stool" "T" 6 10 TRUE
2012 "human_stool" "T" 4 10 TRUE
2013 "human_stool" "T" 6 10 TRUE
2014 "human_stool" "T" 4 10 TRUE
2015 "human_stool" "T" 7 10 TRUE
2016 "human_stool" "T" 5 10 TRUE
2017 "human_stool" "T" 6 10 TRUE
2018 "human_stool" "T" 7 10 TRUE
2011 "chicken" "A" 1 11 TRUE
2001 "chicken" "I" 4 11 TRUE
2005 "chicken" "I" 1 11 TRUE
2006 "chicken" "I" 2 11 TRUE
2007 "chicken" "I" 1 11 TRUE
2008 "chicken" "I" 1 11 TRUE
2011 "chicken" "I" 1 11 TRUE
2012 "chicken" "I" 2 11 TRUE
2013 "chicken" "I" 3 11 TRUE
2014 "chicken" "I" 1 11 TRUE
2015 "chicken" "I" 2 11 TRUE
2016 "chicken" "I" 2 11 TRUE
2017 "chicken" "I" 3 11 TRUE
2018 "chicken" "I" 4 11 TRUE
1998 "human_stool" "I" 2 11 TRUE
2003 "human_stool" "I" 3 11 TRUE
2004 "human_stool" "I" 3 11 TRUE
2005 "human_stool" "I" 1 11 TRUE
2006 "human_stool" "I" 3 11 TRUE
2007 "human_stool" "I" 3 11 TRUE
